Timestamp,Currency,,Annual total compensation,Annual gross base pay,Signing bonus,Value of bonus,Value of initial stock,Value of additional stock,Negotiated or not,Job type,Job title,Name of company,Publicly-traded or privately-held,Industry,Location,Cumulative work experience,Time under employer,Time in current position,Education level,Major/Concentration,,,Age,Gender,Ethnicity,Country,Cost of living
6/12/2019 11:14:31,US Dollar (USD),Salary,73.0,73.0,0.0,3.0,,,Yes,Contractor (primarily one employer),test analyst,cognizant,,,Mostly in office (some remote allowed),12.0,12.0,12.0,Bachelor's (4-year) Degree,computer science,Pursuing Master's Degree,,28.0,Male,Hispanic/Latino,USA,High cost of living
6/13/2019 13:09:00,US Dollar (USD),Salary,98.0,74.0,4.0,12.0,,0.6,No,Full-time,Software Engineer I,,Publicly-traded,Retail,Mostly in office (some remote allowed),25.0,25.0,25.0,Bachelor's (4-year) Degree,Information Technology,Other,,26.0,Male,White,United States,Low cost of living
6/13/2019 13:41:36,US Dollar (USD),Salary,160.0,126.0,20.0,19.0,150.0,,No,Full-time,Software Engineer L3,Google,Publicly-traded,,Mostly in office (some remote allowed),30.0,10.0,4.0,Bachelor's (4-year) Degree,Cognitive Science,Other,,27.0,Male,White,USA,High cost of living
6/13/2019 14:53:48,US Dollar (USD),Hourly,50.0,50.0,0.0,0.0,0.0,0.0,No,Contractor (primarily one employer),Software Developer,,Privately-held,,Fully remote,24.0,9.0,9.0,Bachelor's (4-year) Degree,English,Pursuing Bachelor's (4-year) Degree,Computer Science,32.0,Male,White,US,Medium cost of living
6/13/2019 21:17:18,US Dollar (USD),Salary,90.0,85.0,0.0,5.0,0.0,0.0,No,Full-time,Support Engineer,-,Privately-held,Adtech,Mostly in office (some remote allowed),12.0,12.0,12.0,Bachelor's (4-year) Degree,English,Other,,24.0,Female,Asian,USA,High cost of living
6/15/2019 13:16:06,US Dollar (USD),Hourly,76.0,76.0,1.0,,,,No,Intern,Hardware Engineer Software Intern,Apple,Publicly-traded,Tech,Mostly in office (some remote allowed),12.0,1.0,1.0,High school / GED,High school,Pursuing Bachelor's (4-year) Degree,Computer Engineering,19.0,Female,Asian,Canada,High cost of living
6/16/2019 3:28:01,US Dollar (USD),Salary,100.0,80.0,,,,,No,Full-time,Data Engineer,,,,Fully on-site position (never or almost-never remote),60.0,60.0,12.0,Master's Degree,Computer science,Other,,29.0,Male,Asian,USA,Medium cost of living
6/19/2019 12:57:01,US Dollar (USD),Salary,75.0,75.0,,,,,No,Full-time,Data Scientist,UDig,Privately-held,Consulting,Fully on-site position (never or almost-never remote),24.0,1.0,1.0,Bachelor's (4-year) Degree,Economics,Pursuing Master's Degree,,25.0,Male,White,United states,Medium cost of living
6/21/2019 15:10:05,US Dollar (USD),Salary,83.0,82.0,2.0,0.7,,,No,Full-time,Staff Software Engineer,IBM,Publicly-traded,Technology,Mostly Remote (sometimes in the office),63.0,60.0,60.0,Bachelor's (4-year) Degree,Computer Science,Other,,26.0,Male,White,United States,Low cost of living
6/23/2019 21:50:21,US Dollar (USD),Salary,80.0,80.0,,0.0,0.0,0.0,No,Consultant/Freelancer (multiple and constantly-changing employers),Software Developer,,Privately-held,SERVICES,Mostly Remote (sometimes in the office),121.0,1.0,1.0,Bachelor's (4-year) Degree,Economics,Other,,33.0,Male,White,United States,Low cost of living
6/24/2019 18:19:24,US Dollar (USD),Salary,115.0,115.0,0.0,0.5,0.0,0.1,Yes,Full-time,Software Developer II,,Privately-held,Consulting,Fully on-site position (never or almost-never remote),29.0,13.0,13.0,Master's Degree,Computer Science,Pursuing Technical/Vocational Certification,Java,25.0,Male,Asian,USA,High cost of living
6/24/2019 20:19:26,US Dollar (USD),Salary,104.5,90.0,10.0,3.0,,,No,Full-time,Software Engineer,Capital One,Publicly-traded,Fintech,Fully on-site position (never or almost-never remote),12.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science & Engineering,Pursuing Technical/Vocational Certification,,21.0,Male,Asian,USA,Low cost of living
6/26/2019 3:01:17,US Dollar (USD),Salary,70.0,65.0,0.0,0.0,0.0,0.0,No,Full-time,Software Engineer 1,,Privately-held,Transportation ,"50-50 (half the time in the office, half the time not)",7.0,1.0,1.0,Associate's (2-year) Degree,Aviation,Pursuing Bachelor's (4-year) Degree,Cs ,28.0,Male,White,USA ,Medium cost of living
6/27/2019 7:51:10,US Dollar (USD),Salary,80.0,75.5,0.0,0.0,0.0,0.0,Yes,Full-time,Web Developer,,Privately-held,Healthcare,Mostly in office (some remote allowed),186.0,127.0,127.0,Bachelor's (4-year) Degree,Information Technology,Pursuing Master's Degree,Master Science Software Development,57.0,Male,White,USA,Medium cost of living
6/27/2019 11:37:50,US Dollar (USD),Hourly,48.5,48.5,,,,,,Intern,Software Engineering Intern,Intel,Publicly-traded,,Mostly in office (some remote allowed),6.0,2.0,2.0,Other,High School Diploma,Pursuing Bachelor's (4-year) Degree,Computer Science,19.0,Male,Asian,USA,Medium cost of living
6/28/2019 7:10:00,US Dollar (USD),Hourly,116.0,102.0,0.5,,,,No,Intern,Software Engineer,Intuit,Publicly-traded,Tech,Mostly in office (some remote allowed),1.0,1.0,1.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Computer Science,21.0,Male,White,United States,High cost of living
6/29/2019 3:12:14,US Dollar (USD),Salary,87.0,78.0,0.0,0.0,0.0,0.0,Yes,Full-time,Salesforce Consultant,,Privately-held,,Mostly in office (some remote allowed),36.0,12.0,12.0,Bachelor's (4-year) Degree,Computer Engineering,Other,,27.0,Male,"Black, Hispanic/Latino",United State,Medium cost of living
6/30/2019 10:55:35,US Dollar (USD),Salary,100.0,1000.0,,,,,,Full-time,Penile,Penile squirts,Privately-held,Pubic ,"50-50 (half the time in the office, half the time not)",834.0,786.0,834.0,Not Applicable,Ged,Pursuing Technical/Vocational Certification,Justwant2seetheanswers,78.0,Other,"White, Asian, Black, Hispanic/Latino",Antarctica ,Low cost of living
7/1/2019 10:08:22,US Dollar (USD),Salary,90.0,900.0,,,10.0,2.5,Yes,Full-time,Senior Solutions Engineer,Evergage,Privately-held,Mar-tech,Fully remote,24.0,24.0,6.0,Bachelor's (4-year) Degree,Computer Science,Other,,24.0,Male,White,United States,High cost of living
7/5/2019 14:18:44,US Dollar (USD),Salary,125.0,105.0,0.0,5.0,,,No,Full-time,Lead Software Engineer,,Privately-held,SaaS,Mostly Remote (sometimes in the office),60.0,36.0,6.0,Bachelor's (4-year) Degree,Mathematics,Other,,31.0,Male,White,USA,Low cost of living
7/8/2019 11:19:26,US Dollar (USD),Hourly,42.0,42.0,,,,,Yes,Full-time,Research Programmer,,Privately-held,Academia,Fully on-site position (never or almost-never remote),18.0,12.0,12.0,Bachelor's (4-year) Degree,Electrical Engineering,"Pursuing Professional Degree (JD, MD, MBA, etc.)",,25.0,Male,White,USA,Medium cost of living
7/10/2019 2:39:30,US Dollar (USD),Salary,199.5,117.0,50.0,12.0,130.0,,Yes,Full-time,Software Engineer,Microsoft,Privately-held,,Mostly in office (some remote allowed),48.0,12.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Bachelor's (4-year) Degree,Computer Science,22.0,Male,White,USA,High cost of living
7/10/2019 23:02:00,US Dollar (USD),Salary,137.0,122.0,0.0,15.0,0.0,0.0,No,Full-time,Member Technical Staff 4,Verizon,Publicly-traded,Telecommunications,Fully on-site position (never or almost-never remote),168.0,156.0,72.0,Bachelor's (4-year) Degree,Computer Science,Other,,37.0,Male,White,USA,Medium cost of living
7/13/2019 23:24:59,US Dollar (USD),Salary,75.0,75.0,4.0,,,,Yes,Full-time,Software Engineer,,Publicly-traded,Embedded Software,Fully on-site position (never or almost-never remote),31.0,31.0,7.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,25.0,Male,White,United States,Medium cost of living
7/15/2019 10:11:41,US Dollar (USD),Salary,130.0,120.0,10.0,30.0,,,Yes,Full-time,Senior Software Engineer,,Privately-held,Cybersecurity,Fully remote,180.0,3.0,3.0,High school / GED,GED,Other,,23.0,Male,White,,Low cost of living
7/16/2019 20:50:05,US Dollar (USD),Salary,112.0,95.0,5.0,,,,Yes,Full-time,Software Engineer,Grower's Edge,Privately-held,Ag Tech,Mostly in office (some remote allowed),39.0,3.0,3.0,Bachelor's (4-year) Degree,Computer Science,Other,,28.0,Female,White,United States,Low cost of living
7/18/2019 0:27:49,US Dollar (USD),Hourly,87.3,87.3,,,,,Yes,Contractor (primarily one employer),Software Engineer,Hilton International,Privately-held,Hotel,Mostly in office (some remote allowed),24.0,1.0,1.0,Bachelor's (4-year) Degree,Math / Computer Science / Biochemistry,Pursuing Master's Degree,,27.0,Male,White,United States,Low cost of living
7/18/2019 16:46:08,US Dollar (USD),Hourly,0.021,0.021,0.0,0.0,0.0,0.0,No,Intern,Software Engineering Intern,Optum,Publicly-traded,Health Insurance,Fully on-site position (never or almost-never remote),0.0,3.0,3.0,Some college/university (did not graduate),Computer Engineering,Pursuing Bachelor's (4-year) Degree,Computer Engineering,21.0,Male,White,United States,Low cost of living
7/20/2019 0:19:20,US Dollar (USD),Salary,116.5,105.0,6.0,11.55,,,No,Full-time,Software Engineer 1,Vizio,Privately-held,TV,Mostly in office (some remote allowed),18.0,7.0,7.0,Bachelor's (4-year) Degree,Computer Science,Other,,22.0,Female,"White, Asian",United States,High cost of living
7/20/2019 16:12:08,US Dollar (USD),Salary,98.512,92.5,6.0,6.013,,,Yes,Full-time,Full Stack Developer,Liberty Mutual,Publicly-traded,Insurance,Mostly in office (some remote allowed),6.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Bachelor's (4-year) Degree,Computer Science,25.0,Female,White,United States,High cost of living
7/22/2019 1:51:32,US Dollar (USD),Salary,100.0,95.5,10.0,2.0,,,No,Full-time,Software Engineer,Optum,Publicly-traded,Healthcare,Prefer Not to Answer,37.0,37.0,37.0,Bachelor's (4-year) Degree,Computer Science,Other,,25.0,Male,White,United States,Medium cost of living
7/22/2019 13:12:19,US Dollar (USD),Salary,50.0,50.0,,,,,Yes,Full-time,Software Engineer,Pernix,Privately-held,Affiliate Marketing,Fully remote,120.0,36.0,36.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,26.0,Male,White,United States,Low cost of living
7/22/2019 13:13:12,US Dollar (USD),Salary,95.0,95.0,15.0,,0.0,0.0,Yes,Full-time,R&D Engineer,,Privately-held,"Government Contractor, R&D",Mostly in office (some remote allowed),6.0,0.0,0.0,Doctorate Degree,Computer Science,Other,,33.0,Female,White,US,Medium cost of living
7/22/2019 18:51:35,US Dollar (USD),Salary,237.0,150.0,,,350.0,,Yes,Full-time,Software Engineer,Confluent,Privately-held,Enterprise Data,Mostly in office (some remote allowed),37.0,1.0,1.0,Bachelor's (4-year) Degree,Economics,Other,,26.0,Male,White,United States,High cost of living
7/23/2019 13:10:26,US Dollar (USD),Salary,144.0,94.602,0.0,0.0,0.0,0.0,No,Full-time,Web Development Engineer,,Privately-held,Telecommunications,Mostly in office (some remote allowed),24.0,4.0,4.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,24.0,Male,Asian,,High cost of living
7/29/2019 10:57:50,US Dollar (USD),Salary,95.0,80.0,,1.2,,14.0,Yes,Full-time,Software Developer II,Paycom ,Publicly-traded,HR,Fully on-site position (never or almost-never remote),43.0,31.0,12.0,Bachelor's (4-year) Degree,Computer Science ,Other,,29.0,Male,White,USS,Low cost of living
8/1/2019 0:46:24,US Dollar (USD),Salary,140.0,140.0,,,,,No,Full-time,Lead Software Engineer,Chick-fil-A,Privately-held,Fast Food,Fully on-site position (never or almost-never remote),114.0,8.0,8.0,Bachelor's (4-year) Degree,Computer Science,Other,,31.0,Male,White,United States,Medium cost of living
8/1/2019 10:24:08,US Dollar (USD),Salary,91.5,91.5,,,,,No,Full-time,Software Developer,,Privately-held,Education,Mostly in office (some remote allowed),36.0,12.0,12.0,Master's Degree,Electrical and Computer Engineering,Other,,25.0,Male,White,United States,Medium cost of living
8/2/2019 10:12:00,US Dollar (USD),Salary,80.0,80.0,0.0,0.0,0.0,0.0,No,Full-time,Application Developer,ADP,Publicly-traded,Payroll/HR,Mostly in office (some remote allowed),8.0,8.0,6.0,Bachelor's (4-year) Degree,Computer Science,Other,,24.0,Male,White,USA,Medium cost of living
8/2/2019 16:35:45,US Dollar (USD),Salary,75.0,70.0,,5.0,,,No,Full-time,Application Developer Analyst II,,Publicly-traded,Packaging,Fully on-site position (never or almost-never remote),36.0,14.0,5.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Computer Science,35.0,Male,White,US,Medium cost of living
8/3/2019 18:28:40,US Dollar (USD),Salary,117.0,107.0,0.0,10.0,0.0,0.0,Yes,Full-time,Software Developer Senior Associate,JP Morgan Chase,Publicly-traded,Finance,Mostly in office (some remote allowed),48.0,3.0,3.0,Bachelor's (4-year) Degree,Computer Science,Other,Computer Science,24.0,Male,"White, Hispanic/Latino",USA,Medium cost of living
8/5/2019 14:15:53,US Dollar (USD),Salary,65.0,65.0,,,,,No,Contractor (primarily one employer),Software Engineer,COLSA Corportation,Publicly-traded,Government/Military Contracts,Fully on-site position (never or almost-never remote),48.0,22.0,10.0,Bachelor's (4-year) Degree,Computer Science,Other,,28.0,Male,White,United States,Low cost of living
8/5/2019 15:15:34,US Dollar (USD),Salary,80.0,70.0,5.0,5.0,,,Yes,Full-time,Developer,,Publicly-traded,Construction,Fully on-site position (never or almost-never remote),0.0,2.0,2.0,Bachelor's (4-year) Degree,Information Technology,Pursuing Technical/Vocational Certification,,29.0,Male,White,USA,Medium cost of living
8/6/2019 23:51:27,US Dollar (USD),Hourly,87.6,87.6,,,,,No,Full-time,Software Engineer,Hilton Worldwide,Publicly-traded,Hotels,Mostly in office (some remote allowed),36.0,1.0,1.0,Bachelor's (4-year) Degree,Computer Science/Math/Biochemistry,Pursuing Master's Degree,,27.0,Male,White,United States,Low cost of living
8/9/2019 23:15:20,US Dollar (USD),Hourly,0.14,0.14,,,,,Yes,Contractor (primarily one employer),Lead UI Developer,,Publicly-traded,Finance,Mostly in office (some remote allowed),72.0,6.0,6.0,Master's Degree,Computer Science,"Pursuing Professional Degree (JD, MD, MBA, etc.)",,32.0,Male,"White, Hispanic/Latino",US,Medium cost of living
8/16/2019 15:34:27,US Dollar (USD),Hourly,95.0,93.6,,,,,No,Contractor (primarily one employer),Python Developer,,Publicly-traded,Entertainment,Fully remote,12.0,8.0,8.0,Master's Degree,Psychology,Other,,27.0,Male,"White, Black",USA,High cost of living
8/16/2019 21:26:42,US Dollar (USD),Salary,150.0,132.0,5.0,18.0,,,Yes,Full-time,Senior Software Developer,National Committee for Quality Assurance,Privately-held,Health Care,Fully remote,222.0,52.0,52.0,Bachelor's (4-year) Degree,Computer Science,Other,,37.0,Male,White,United States of America,Medium cost of living
8/20/2019 22:14:40,US Dollar (USD),Salary,69.7,65.0,0.0,1.0,,,No,Full-time,Software Programmer,Shared Spectrum,Privately-held,Radio Spectrum Research,Fully on-site position (never or almost-never remote),24.0,24.0,24.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,25.0,Male,White,United States,High cost of living
8/22/2019 2:28:25,US Dollar (USD),Salary,450.0,190.0,0.0,30.0,600.0,90.0,No,Full-time,Sr Software Engineer,Google,Publicly-traded,Google,Fully on-site position (never or almost-never remote),228.0,48.0,48.0,Bachelor's (4-year) Degree,CS,Other,,42.0,Male,White,USA,High cost of living
8/22/2019 23:29:23,US Dollar (USD),Salary,97.0,97.0,0.0,0.0,0.0,0.0,Yes,Full-time,Data Engineer,,Privately-held,Healthcare,"50-50 (half the time in the office, half the time not)",27.0,0.0,0.0,Bachelor's (4-year) Degree,Psychology,Other,,30.0,Male,Asian,USA,High cost of living
8/23/2019 0:35:05,US Dollar (USD),Salary,68.0,65.0,,,,,No,Full-time,Associate UI Engineer,Zenimax Media,Privately-held,games,Fully on-site position (never or almost-never remote),24.0,12.0,12.0,High school / GED,nah,Other,,24.0,Male,Hispanic/Latino,United States,Medium cost of living
8/23/2019 1:22:57,US Dollar (USD),Salary,11.0,81.0,3.0,,,,Yes,Full-time,Mathematician,Booz Allen Hamilton,Publicly-traded,Government Consulting,Fully remote,36.0,36.0,13.0,Bachelor's (4-year) Degree,Mathematics,Pursuing Master's Degree,Computer Science,,Female,"White, Hispanic/Latino",USA,Medium cost of living
8/24/2019 18:04:46,US Dollar (USD),Salary,57.5,57.5,,,,,No,Full-time,Software Developer Associate,PNC,Publicly-traded,Finance,Mostly in office (some remote allowed),12.0,6.0,6.0,Bachelor's (4-year) Degree,Economics,Other,,37.0,Male,White,usa,Medium cost of living
8/27/2019 17:20:43,US Dollar (USD),Hourly,30.0,30.0,0.0,0.0,0.0,0.0,No,Intern,IT Support Specialst,,Privately-held,Banking,Fully on-site position (never or almost-never remote),6.0,6.0,6.0,High school / GED,,Pursuing Bachelor's (4-year) Degree,Computer Science,18.0,Male,White,United States,Medium cost of living
8/31/2019 17:27:02,US Dollar (USD),Salary,95.0,87.5,,7.5,,,No,Full-time,Consultant,Slalom,Privately-held,Consulting/Staff Aug,Mostly in office (some remote allowed),24.0,16.0,16.0,Bachelor's (4-year) Degree,Computer Engineering,Other,,26.0,Male,,USA,Medium cost of living
9/1/2019 0:46:27,US Dollar (USD),Salary,125.0,115.0,15.0,5.0,,30.0,No,Full-time,Software Developer,Pure Storage,Publicly-traded,Hardware and Data Storage,Fully on-site position (never or almost-never remote),24.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Other,,22.0,Male,"White, Asian",United States,High cost of living
9/2/2019 14:33:51,US Dollar (USD),Salary,122.0,122.0,,,,,No,Intern,Researcher,,,,Fully on-site position (never or almost-never remote),19.0,3.0,3.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Doctorate Degree,Graphics,,Male,White,United States,High cost of living
9/3/2019 16:58:25,US Dollar (USD),Salary,65.0,65.0,,,,,No,Full-time,Software Engineer,,Privately-held,Automation,Mostly in office (some remote allowed),36.0,24.0,24.0,Bachelor's (4-year) Degree,Computer Science,Other,,34.0,Male,White,United States,High cost of living
9/5/2019 12:33:31,US Dollar (USD),Salary,55.0,55.0,,,,,No,Full-time,Application Developer,,Privately-held,Hospitality,Mostly in office (some remote allowed),36.0,10.0,10.0,Bachelor's (4-year) Degree,Computer Science,Other,,24.0,Male,White,USA,Medium cost of living
9/7/2019 10:39:09,US Dollar (USD),Salary,100.0,100.0,,,,,Yes,Full-time,Sr Software Engineer,,,Government Contractor,Fully on-site position (never or almost-never remote),120.0,90.0,12.0,Bachelor's (4-year) Degree,Computer Science,Other,,32.0,Male,White,United States,Medium cost of living
9/10/2019 22:41:21,US Dollar (USD),Salary,85.0,80.0,,,,,Yes,Full-time,Software Engineer 2,,Publicly-traded,Healthcare ,Mostly in office (some remote allowed),54.0,11.0,11.0,Bachelor's (4-year) Degree,Computer Engineering ,Other,,,,,,Low cost of living
9/14/2019 10:57:48,US Dollar (USD),Salary,204.0,167.0,,21.0,,15.0,No,Full-time,Senior software engineer,Microsoft,Publicly-traded,Software,Mostly in office (some remote allowed),112.0,77.0,45.0,Bachelor's (4-year) Degree,Informatics,Other,,31.0,Male,Asian,USA,High cost of living
9/18/2019 16:19:11,US Dollar (USD),Salary,99.0,90.0,0.0,9.0,0.0,0.0,Yes,Full-time,Front End Developer,,Privately-held,Health and beauty,Mostly in office (some remote allowed),36.0,2.0,2.0,Some college/university (did not graduate),Business Administration,Pursuing Bachelor's (4-year) Degree,Computer Science,25.0,Male,Asian,Los Angeles,High cost of living
9/20/2019 3:11:35,US Dollar (USD),Salary,150.0,140.0,10.0,0.0,0.0,0.0,Yes,Full-time,Senior,EY,Privately-held,Consulting,Mostly Remote (sometimes in the office),114.0,2.0,2.0,Master's Degree,Computer Science,Other,,32.0,Male,Asian,India,High cost of living
9/21/2019 20:55:26,US Dollar (USD),Salary,68.0,68.0,,2.0,,,No,Full-time,Computer Scientist,NAVSEA,,"Government, Military",Mostly in office (some remote allowed),0.0,2.0,2.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Computer Science,23.0,Male,"White, Asian",USA,Medium cost of living
9/23/2019 13:18:32,US Dollar (USD),Salary,113.0,113.0,2.0,,,,No,Full-time,Senior Software Engineer,,Privately-held,Visual Effects,Fully on-site position (never or almost-never remote),156.0,156.0,60.0,Master's Degree,Computer Science,Other,,42.0,Male,White,USA,High cost of living
9/23/2019 14:22:43,US Dollar (USD),Salary,250.0,150.0,20.0,0.0,91.25,91.25,Yes,Full-time,Software Engineer,,Privately-held,Tech,Fully on-site position (never or almost-never remote),15.0,0.0,0.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,Computer Science,23.0,Male,White,USA,High cost of living
9/28/2019 20:40:05,US Dollar (USD),Salary,151.5,109.0,25.0,3.0,70.0,3.0,No,Full-time,Software Engineer,,Publicly-traded,Software,Mostly in office (some remote allowed),24.0,7.0,7.0,Bachelor's (4-year) Degree,Computer Science,Other,,23.0,Male,White,United States,High cost of living
9/28/2019 22:27:31,US Dollar (USD),Salary,83.0,79.0,,,,,No,Full-time,IT Generalist II,Freddie Mac,Publicly-traded,Loan Servicing,Mostly in office (some remote allowed),15.0,15.0,15.0,Bachelor's (4-year) Degree,Computer Science,Other,,23.0,Male,"Asian, Hispanic/Latino",United States,High cost of living
9/30/2019 16:51:23,US Dollar (USD),Salary,85.0,85.0,0.0,0.0,0.0,0.0,Yes,Full-time,Data Engineer,,Privately-held,Healthcare,Mostly in office (some remote allowed),6.0,6.0,1.0,Bachelor's (4-year) Degree,Psychology,Pursuing Bootcamp / Nano Degree,Data Bootcamp,30.0,Male,White,United States,Low cost of living
10/3/2019 19:47:39,US Dollar (USD),Salary,105.0,100.0,3.0,,,,No,Intern,Engineering Summer Analyst,Goldman Sachs,Publicly-traded,Finance,Fully on-site position (never or almost-never remote),0.0,0.0,0.0,High school / GED,,Pursuing Bachelor's (4-year) Degree,Mechanical Engineering,19.0,Male,Hispanic/Latino,USA,High cost of living
10/9/2019 19:54:41,US Dollar (USD),Salary,110.0,105.0,5.0,5.0,,,No,Full-time,Software Engineer,Mathworks,Privately-held,Technology,Fully on-site position (never or almost-never remote),6.0,1.0,1.0,Master's Degree,computer science,Pursuing Master's Degree,computer science,23.0,Male,White,united states,High cost of living
10/10/2019 14:51:41,US Dollar (USD),Salary,111.0,78.0,,,,,No,Full-time,Software Engineer II,Boeing,Publicly-traded,Defense/Commercial Air,Mostly in office (some remote allowed),30.0,30.0,10.0,Bachelor's (4-year) Degree,Computer Science,Other,,27.0,Male,White,United States,Low cost of living
10/14/2019 12:08:24,US Dollar (USD),Salary,87.0,82.5,,4.5,,,Yes,Full-time,Software Engineer,Constellation Software,Publicly-traded,Dealerships,Fully on-site position (never or almost-never remote),248.0,248.0,222.0,Master's Degree,Education,Pursuing Master's Degree,,54.0,Male,White,United States,Medium cost of living
10/14/2019 18:03:37,US Dollar (USD),Salary,130.0,110.0,0.0,10.0,10.0,0.0,Yes,Full-time,Full Stack Software Engineer,,Privately-held,Construction,Mostly in office (some remote allowed),48.0,4.0,4.0,Bachelor's (4-year) Degree,Math-CS,Other,,30.0,Male,White,United States,High cost of living
10/16/2019 1:21:20,US Dollar (USD),Salary,0.0,43.0,0.0,0.0,60.0,0.0,Yes,Full-time,Data Scientist,Linker Networks,Privately-held,Auto Labelling,Fully on-site position (never or almost-never remote),48.0,9.0,9.0,Master's Degree,Communication Engineering,Other,,28.0,Male,White,Taiwan,Low cost of living
10/16/2019 11:54:28,US Dollar (USD),Salary,195.0,182.0,,10.0,,,Yes,Full-time,Senior Software Engineer,Disney,Publicly-traded,Media,Mostly in office (some remote allowed),240.0,60.0,60.0,Some college/university (did not graduate),Computer Science/Engineering,Other,Computer Science/Engineering,42.0,Male,Asian,USA,High cost of living
10/19/2019 3:45:39,US Dollar (USD),Salary,180.0,130.0,30.0,0.0,20.0,,Yes,Full-time,Software development engineer,Amazon,Publicly-traded,,Fully on-site position (never or almost-never remote),18.0,9.0,9.0,Bachelor's (4-year) Degree,Computer science,Pursuing Bachelor's (4-year) Degree,,20.0,Male,Asian,United States,High cost of living
10/19/2019 16:06:25,US Dollar (USD),Salary,162.0,110.0,5.0,35.0,120.0,,Yes,Full-time,Software Engineer,Microsoft,Publicly-traded,Software,Mostly in office (some remote allowed),20.0,3.0,0.0,Prefer Not to Respond,Computer Science,Pursuing Bachelor's (4-year) Degree,Computer Science,,Female,Asian,USA,Low cost of living
10/22/2019 2:36:00,US Dollar (USD),Salary,121.0,120.5,,,3.52,,Yes,Full-time,Software Engineering Manager,,Privately-held,,Mostly in office (some remote allowed),72.0,26.0,8.0,Bachelor's (4-year) Degree,Political Science,Pursuing Master's Degree,Analytics,26.0,Male,Asian,USA,High cost of living
10/22/2019 14:15:56,US Dollar (USD),Salary,190.0,120.0,20.0,,50.0,,No,Full-time,Software Engineer 2,,Publicly-traded,,Mostly in office (some remote allowed),6.0,6.0,1.0,Bachelor's (4-year) Degree,Computer science,Other,,22.0,Female,Hispanic/Latino,United States,High cost of living
10/22/2019 21:13:25,US Dollar (USD),Salary,88.0,88.0,,,,,No,Full-time,Senior Software Engineer,,Publicly-traded,,Fully on-site position (never or almost-never remote),111.0,87.0,24.0,Master's Degree,Computer Science,Other,,,,,,Low cost of living
10/23/2019 21:02:19,US Dollar (USD),Salary,100.0,100.0,,,,,Yes,Full-time,Site Reliability Engineer,Under Armour,Publicly-traded,sports apparel,Mostly in office (some remote allowed),48.0,6.0,6.0,Bachelor's (4-year) Degree,Computer Science,Other,,23.0,Male,White,United States,High cost of living
10/26/2019 1:30:30,US Dollar (USD),Salary,170.0,140.0,0.0,30.0,0.0,0.0,Yes,Full-time,Senior Software Engineer,,Publicly-traded,Video Games,Fully on-site position (never or almost-never remote),60.0,36.0,6.0,Bachelor's (4-year) Degree,Computer Science,Pursuing Master's Degree,,25.0,Male,White,United States,High cost of living
10/26/2019 1:41:27,US Dollar (USD),Salary,100.0,85.0,3.0,5.0,,,No,Full-time,Senior Analyst,Accenture,Publicly-traded,IT,Mostly in office (some remote allowed),48.0,41.0,18.0,Bachelor's (4-year) Degree,Computer engineering,Pursuing Master's Degree,,,Male,White,Usa,High cost of living
10/27/2019 17:35:58,US Dollar (USD),Salary,150.0,108.0,44.0,0.0,70.0,5.0,No,Full-time,Software Development Engineer,Amazon,Publicly-traded,Tech,Mostly in office (some remote allowed),6.0,3.0,3.0,Master's Degree,Computer Science,Other,,,Male,White,USA,Medium cost of living
10/28/2019 17:38:02,US Dollar (USD),Salary,175.0,153.0,,22.0,,,Yes,Full-time,Senior Software Engineer,Bloomberg LP,Privately-held,Financial Technology,Mostly in office (some remote allowed),123.0,42.0,42.0,Master's Degree,Operations Research,Other,,32.0,Male,Asian,US,High cost of living
10/29/2019 2:02:20,US Dollar (USD),Salary,70.0,60.0,,,,,No,Full-time,Guy,,,,Fully remote,60.0,60.0,60.0,Have not completed high school,No,Pursuing high school (or equivalent) diploma,H,4.0,Female,Asian,,Prefer Not to Answer
10/31/2019 0:31:44,US Dollar (USD),Salary,77.0,77.0,,6.16,,,Yes,Full-time,Software Engineer,,Privately-held,Data Science,Mostly in office (some remote allowed),60.0,48.0,48.0,Bachelor's (4-year) Degree,Web Development,Other,,24.0,Male,Hispanic/Latino,United States,Low cost of living
11/1/2019 9:49:12,US Dollar (USD),Hourly,100.0,100.0,,,,,No,Intern,Software Engineer Intern,,Privately-held,Retail / Data,Fully on-site position (never or almost-never remote),12.0,2.0,2.0,Some college/university (did not graduate),Computer Science,Pursuing Bachelor's (4-year) Degree,Computer Science,,Male,Asian,Canada,High cost of living
